Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Water’s Table,https://www.yelp.com/adredir?ad_business_id=u0UcJw194W9QEKMc-yxbJA&campaign_id=ROpncczT_d4pte_8CAfHbQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwaters-table-renton-6&request_id=11d9443e12c512c1&signature=cbe2701102bedfb6dc718c868f8f5e10933707bd6ea28b2bb3b93a6ec03c0a2c&slot=0,The Rock Wood Fired Pizza,https://www.yelp.com/biz/the-rock-wood-fired-pizza-covington-3?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Agave Cocina & Tequilas,https://www.yelp.com/adredir?ad_business_id=GQbP2wC31BRVGyn570l5dA&campaign_id=QsushcmBcWLEM_e02tkGIQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fagave-cocina-and-tequilas-issaquah&request_id=11d9443e12c512c1&signature=dbeaa42fee2204c15bfde9052bc33a3cdd3251c6bc090bf422236517e127fe4f&slot=1,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-covington?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Hop Jacks,https://www.yelp.com/biz/hop-jacks-maple-valley?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
