Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Mac’s Broiler & Tap,https://www.yelp.com/adredir?ad_business_id=ELUUibdDcrZHyvE-e-QsVw&campaign_id=Sroz6y6cXojPuxtx7s_g5g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmacs-broiler-and-tap-tempe&request_id=300bab80e628ed4d&signature=f06b685690b10891fe4d030e4790d543b3e478d23ab944aa8e29f1b2d5fdfccd&slot=0,JJ Madisons,https://www.yelp.com/biz/jj-madisons-mesa?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Boulders on Southern,https://www.yelp.com/adredir?ad_business_id=lXpYSMyEujoky4djEJlBSg&campaign_id=s1P2fX_aMf6qP4pBMwoBhg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fboulders-on-southern-mesa&request_id=300bab80e628ed4d&signature=15673de3daad2f0debae4489cfc743fca932614b252692d6ec9c7540518f05f1&slot=1,Lucky Lou’s American Grill,https://www.yelp.com/biz/lucky-lous-american-grill-mesa?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Giant Hamburgers,https://www.yelp.com/biz/giant-hamburgers-mesa?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 11:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
