Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Stella Barra Pizzeria,https://www.yelp.com/adredir?ad_business_id=t43AT0Z_zNqCBz8-SbOqCw&campaign_id=vsMTCgZZ4cd9E5mb0yVGDQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstella-barra-pizzeria-north-bethesda&request_id=3af82abfabdc1cb5&signature=ba66be5339709bf3aeffaadef85d7f2bd021604c5e8a454f608d8cff434e81d7&slot=0,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-germantown?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,iRock Karaoke Lounge,https://www.yelp.com/adredir?ad_business_id=RW3cG1tJxRWsRbP1QorbyA&campaign_id=iR1BJAs27C8pq2UEqWOcvA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Firock-karaoke-lounge-gaithersburg&request_id=3af82abfabdc1cb5&signature=53c879aec3e427c658968c12dfa02923093b8b2d63ced73bb1cff001b45c6d5d&slot=1,Bennigan’s,https://www.yelp.com/biz/bennigans-clarksburg?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Quincy’s Bar and Grille,https://www.yelp.com/biz/quincys-bar-and-grille-gaithersburg?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Best Nights,"Mon, Fri, Sat",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
