Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,,,Alley Cat Restaurant and Bar,https://www.yelp.com/biz/alley-cat-restaurant-and-bar-carrollton?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Ruby Tuesday,https://www.yelp.com/biz/ruby-tuesday-carrollton?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,La Finca Mexican Bar & Grill,https://www.yelp.com/biz/la-finca-mexican-bar-and-grill-carrollton?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,No,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Has Pool Table,No,,,,
