Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,SY’s New York Pizza,https://www.yelp.com/adredir?ad_business_id=DQRmPKgC-PIwkyUgy-ByWw&campaign_id=GPQvUPtHynC6qarqmcOy-g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsys-new-york-pizza-eugene-3&request_id=76224e3991a6f655&signature=d7fb83b69285c1a652006d9eca76d449147fff7ec8de8e8f33f266f161ed62ac&slot=0,Rain Northwest,https://www.yelp.com/biz/rain-northwest-eugene?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Tacovore,https://www.yelp.com/adredir?ad_business_id=bBt8IkNKc3KeunDTpyCpXQ&campaign_id=UZhdvVkRtVYhQp4lWuafiw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftacovore-eugene&request_id=76224e3991a6f655&signature=89c8b74a6388096bc41f48ea0887b8764b8d54557c0e204f749ce817ad72d888&slot=1,Sam’s Place,https://www.yelp.com/biz/sams-place-eugene?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Izakaya Meiji Company,https://www.yelp.com/biz/izakaya-meiji-company-eugene-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
