Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Visalia Convention Center,https://www.yelp.com/adredir?ad_business_id=aRSbeh1465kzNZnZ6FbbjQ&campaign_id=3PFuWsly-O_o3ijHfeJfOA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvisalia-convention-center-visalia-2&request_id=32aac4edd13621f0&signature=f9a0d2f65be904815b32730bc881f37aee3cab1633026e05499d4f5d5953b924&slot=0,Black Bear Diner,https://www.yelp.com/biz/black-bear-diner-hanford?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Mountain Mike’s Pizza,https://www.yelp.com/adredir?ad_business_id=qgfJg8FqnEhaj0WAOL0yPw&campaign_id=xDEW3qf-o_j5cW5WsKLCiQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-mikes-pizza-hanford-2&request_id=32aac4edd13621f0&signature=003a9e9c57ef14f6210e8f603f1c5a4ca8fd53f328320a4771c84c334bfe036f&slot=1,The Chicken Shack,https://www.yelp.com/biz/the-chicken-shack-hanford?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-hanford?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
