Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Bleu Restaurant & Lounge,https://www.yelp.com/adredir?ad_business_id=kRwpSgcOnMCxIG9wPK0TlA&campaign_id=xPqNIvCBloydilGrOwfw5g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbleu-restaurant-and-lounge-memphis&request_id=2664f9c67f8c1d56&signature=88acb106e315f4114d224d0b865b87cf694ee557849a5919acd53644af86fc7f&slot=0,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-bartlett?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Babalu Tapas & Tacos,https://www.yelp.com/adredir?ad_business_id=AM_GqQRWYQVmVEvfQAsOpQ&campaign_id=hNySYWsN28dgKTwu3A2ddQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbabalu-tapas-and-tacos-memphis-3&request_id=2664f9c67f8c1d56&signature=2244cc6954f7555b7c09fa5a1552bcec5f97a82c8b635e5006c447e9ac7c79fb&slot=1,Five Guys,https://www.yelp.com/biz/five-guys-bartlett?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,East End Grill,https://www.yelp.com/biz/east-end-grill-memphis-4?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 1:00 am,Bike Parking,No,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Music,Background,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
