Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:30 am,Takes Reservations,No,,,Chili’s,https://www.yelp.com/biz/chilis-keene-2?page_src=related_bizes
Tue,11:00 am - 12:30 am,Delivery,No,,,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-keene?page_src=related_bizes
Wed,11:00 am - 12:30 am,Take-out,Yes,,,Lab N’ Lager,https://www.yelp.com/biz/lab-n-lager-keene?page_src=related_bizes
Thu,11:00 am - 12:30 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:30 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Loud,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
