Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:30 am,Takes Reservations,No,AcQua Restaurant,https://www.yelp.com/adredir?ad_business_id=nnZMVMR8ULR4rLgqEfULJQ&campaign_id=zWkmRW4peb3j65fS9QYRag&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Facqua-restaurant-merrick&request_id=280b3ebe769b8f89&signature=a33d0b56f8c80f6bddfa287324695df66e7a224830b0174c5f5efe304b7698b6&slot=0,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-westbury?page_src=related_bizes
Tue,11:00 am - 12:30 am,Delivery,No,Bareburger,https://www.yelp.com/adredir?ad_business_id=ZrQ8M6KVpIrep5Rku3Flog&campaign_id=-nm3mgVYkj0eCJlQBiVSMA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbareburger-plainview&request_id=280b3ebe769b8f89&signature=283c695848cb884b44fa4182e767e89af3745205f9c1d25f810cc8d3c4958e68&slot=1,The Greene Turtle,https://www.yelp.com/biz/the-greene-turtle-east-meadow-3?page_src=related_bizes
Wed,11:00 am - 12:30 am,Take-out,Yes,,,Grand Lux Cafe,https://www.yelp.com/biz/grand-lux-cafe-garden-city-2?page_src=related_bizes
Thu,11:00 am - 12:30 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Good For,"Brunch, Lunch, Late Night, Dessert",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Sat, Sun",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
