Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Wheel Pizza,https://www.yelp.com/adredir?ad_business_id=kJfzQh4OIlllnko9rxmHmg&campaign_id=6FPQnt9AbmN_Q72I3cUD6A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwheel-pizza-bloomington&request_id=f516214cbdd6ca5d&signature=f8064a79a0bc9cecd94afca24760e90cf9fcb1f4a60378a4ac5af57fb14a44a1&slot=0,Red Lobster,https://www.yelp.com/biz/red-lobster-bloomington?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Denny’s,https://www.yelp.com/adredir?ad_business_id=qyWUDc2q1_aQBy1KCKQRWw&campaign_id=phQTtquHldmIBTEUk1QsnA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdennys-bloomington&request_id=f516214cbdd6ca5d&signature=462c34e26766a33cd48bad730ab016724096e61b047ed1a640d17b1ce54c2f0d&slot=1,Uptown Cafe,https://www.yelp.com/biz/uptown-cafe-bloomington?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Big Woods-Bloomington,https://www.yelp.com/biz/big-woods-bloomington-bloomington?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 12:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
