Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,,,Burgies - Temp. CLOSED,https://www.yelp.com/biz/burgies-alpena?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,19th Hole,https://www.yelp.com/biz/19th-hole-alpena?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Austin Brothers Beer Co,https://www.yelp.com/biz/austin-brothers-beer-co-alpena?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,Lunch,,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Fri, Sat",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
