Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Pierro’s Italian Bistro,https://www.yelp.com/adredir?ad_business_id=5yxWm04M-iXiI6pO7UMyTA&campaign_id=8yawvfdcOUmFUNRlgSarhw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpierros-italian-bistro-fayetteville&request_id=bf6944d875396a57&signature=3c757b7b9b3be040f3d30ce2f16548214bcd073cb397d580c6d6c334e55aca30&slot=0,Bubba’s 33,https://www.yelp.com/biz/bubbas-33-fayetteville?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Bubba’s 33,https://www.yelp.com/adredir?ad_business_id=-J1ComYUwg45hbqRBznZhQ&campaign_id=loTjUUyijkD2NpBd6E58aw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbubbas-33-fayetteville&request_id=bf6944d875396a57&signature=346a34b96a2db25e6390058328ce5eb348654fe036a58c23f6f07fa6127d02f0&slot=1,Carolina Ale House,https://www.yelp.com/biz/carolina-ale-house-fayetteville?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Cheddar’s Scratch Kitchen,https://www.yelp.com/biz/cheddars-scratch-kitchen-fayetteville?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,No,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Very Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
