Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,Chixs & Styxs,https://www.yelp.com/adredir?ad_business_id=uOYJFg15-sdg-wN0dTk_LA&campaign_id=eTXBDaIT4PExmqKNyXskJw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchixs-and-styxs-norman&request_id=09f042b5477b5ca0&signature=e058a0afc8f219d1965e6217d332bb0bf0f454cfaf702f55cd1db16be979d765&slot=0,Red Lobster,https://www.yelp.com/biz/red-lobster-norman?page_src=related_bizes
,,Delivery,No,Ribs-N-More,https://www.yelp.com/adredir?ad_business_id=o37HcwVziJ67UsEstU9xng&campaign_id=cVy9er0WVAoEUvbLASdXMA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fribs-n-more-newcastle&request_id=09f042b5477b5ca0&signature=1cbdf56469c7b9a7c68cc70b9bae1c501c66a3c808fe3c92b8100ec2042426de&slot=1,,
,,Take-out,Yes,,,,
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
