Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,,,Beef ‘O’ Brady’s,https://www.yelp.com/biz/beef-o-bradys-frankfort?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Cattleman’s Roadhouse,https://www.yelp.com/biz/cattlemans-roadhouse-frankfort?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Johnny Carino’s,https://www.yelp.com/biz/johnny-carinos-frankfort?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,Dessert,,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,No,,,,
,,Best Nights,Sat,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
