Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Atkins Seafood,https://www.yelp.com/adredir?ad_business_id=_EX_RFRaJXeYokLsdwrrqw&campaign_id=nPebI_YiHWh-xZlpjNDo_g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fatkins-seafood-waxahachie&request_id=3d7733e2bbedde12&signature=d57c1418b2dfa58d4dba8792a85bb13c2277883465629cb2e84dabb661f96245&slot=0,Brickhouse Lounge DeSoto,https://www.yelp.com/biz/brickhouse-lounge-desoto-desoto?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Gonzales Mexican Food Restaurant,https://www.yelp.com/adredir?ad_business_id=7CirpR3jWl6m0eDic5dWxA&campaign_id=qxdEQrRxlYlNy8d3AUQy2w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgonzales-mexican-food-restaurant-dallas&request_id=3d7733e2bbedde12&signature=fad651801db02f9daf529d4a75b1edb9335e49ba21a362cf4506b87e5cfa69f2&slot=1,Phat Tuesday Daiquiri Shoppe,https://www.yelp.com/biz/phat-tuesday-daiquiri-shoppe-desoto?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,The Daiquiri Factory and Cafe,https://www.yelp.com/biz/the-daiquiri-factory-and-cafe-desoto-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 12:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Has Pool Table,No,,,,
