Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Juliet’s Tavern,https://www.yelp.com/adredir?ad_business_id=hsFccQggjf_rXPNLJYnSIA&campaign_id=xOtfY7SE7oFbgjeAB2ASQQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjuliets-tavern-joliet&request_id=5564af3af15ba6b3&signature=e836dfd953526c5b4af93d68398a95ee7e763bc7e3b2593805153618dd858205&slot=0,TGI Fridays,https://www.yelp.com/biz/tgi-fridays-oswego?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Country House,https://www.yelp.com/adredir?ad_business_id=xpdM6zztBUsUIlCMMUoOAA&campaign_id=zNwGylkooIIO5BkUXNhOkg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcountry-house-lisle&request_id=5564af3af15ba6b3&signature=0c79aaa546ea243c697ea83a653dee5826ab145304d0c41b26e4a4dcc8a8e8a4&slot=1,Sovereign,https://www.yelp.com/biz/sovereign-plainfield?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Fox’s Restaurant & Pub,https://www.yelp.com/biz/foxs-restaurant-and-pub-plainfield-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sat,11:00 am - 11:00 pm,Bike Parking,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,Yes,,,,
