Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Skeets Barbeque,https://www.yelp.com/adredir?ad_business_id=3G9HjbFXeQCGba7nGUPqoA&campaign_id=_oo9NcJUkLQQ1G3QLalpiQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fskeets-barbeque-pearland&request_id=3c5a36139b9a4de9&signature=9952c68ed966ace8de5dda2d0d854f9e53e3acbe97467cebd461d1c7a063b83b&slot=0,Grand Lux Cafe,https://www.yelp.com/biz/grand-lux-cafe-houston?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Alicia’s Mexican Grille,https://www.yelp.com/adredir?ad_business_id=pxtdwr93O18S1mq5LEVTqA&campaign_id=ewZ7BgjEoPQ4Et9g4XAWTg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Falicias-mexican-grille-houston&request_id=3c5a36139b9a4de9&signature=64a66f4bc7b8aa3415a94877e00447fa1e1a9cf2d20bf0673db679ddc0783a40&slot=1,Nick’s Place,https://www.yelp.com/biz/nicks-place-houston-4?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Houston’s Restaurant,https://www.yelp.com/biz/houstons-restaurant-houston-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 10:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
