Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Cantina 1511,https://www.yelp.com/adredir?ad_business_id=_kzB_xsb9DHUPfXB0XfQGA&campaign_id=SnC1eWkhr6CPz7lzGEzMDg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcantina-1511-charlotte-2&request_id=df24765d3edde074&signature=c7dad91448ad47649895878c5d82b40b04a3f79e8022d1d5b45b9446a974aed2&slot=0,DB’s Tavern,https://www.yelp.com/biz/dbs-tavern-charlotte?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Terrace Restaurants,https://www.yelp.com/adredir?ad_business_id=c4KXpCou6HBOgfKp2z2_hw&campaign_id=yTa8RDpILdgHTolskWcEkg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstewart-penicks-terrace-ballantyne-charlotte-2&request_id=df24765d3edde074&signature=31e7990a92433eabec7aafc0e3eb97af3f846e8b75d441e2837c7d8a3c4f56de&slot=1,Bravo! Cucina Italiana,https://www.yelp.com/biz/bravo-cucina-italiana-charlotte-3?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Firebirds Wood Fired Grill,https://www.yelp.com/biz/firebirds-wood-fired-grill-charlotte?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
