Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:30 pm,Takes Reservations,No,The VIG Chicago,https://www.yelp.com/adredir?ad_business_id=xFBQ1md6PDm7YEpJARoxAA&campaign_id=l1KT8hPaZVfk42xN2NJppQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-vig-chicago-chicago-2&request_id=3c8ffbc3a4d83752&signature=37b385df44c35af648a8bed296e59f76fafa1f293be35fc4f77f7e2a6af93de1&slot=0,Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-skokie?page_src=related_bizes
Tue,11:00 am - 10:30 pm,Delivery,No,Cemitas Puebla,https://www.yelp.com/adredir?ad_business_id=PC0MdV7m2WtDFsslQj4HWg&campaign_id=QERrGh5MlYQSOnvNlTtD7A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcemitas-puebla-chicago-5&request_id=3c8ffbc3a4d83752&signature=a913aa5888100c3aa38ff0176b429d6119c040382380baa3843a13094e17b56a&slot=1,L Woods Tap & Pine Lodge,https://www.yelp.com/biz/l-woods-tap-and-pine-lodge-lincolnwood?page_src=related_bizes
Wed,11:00 am - 10:30 pm,Take-out,Yes,,,Sander’s Restaurant,https://www.yelp.com/biz/sanders-restaurant-skokie?page_src=related_bizes
Thu,11:00 am - 10:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:30 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Music,Background,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Mon, Thu, Sat",,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,Yes,,,,
