Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,5:00 am - 12:00 am Open now,Takes Reservations,No,Sicilian Pasta Kitchen South,https://www.yelp.com/adredir?ad_business_id=zCGoQt3VCVP0iT6WtIeHZA&campaign_id=qxNc1rN7eKZzsrkeY-0xkw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsicilian-pasta-kitchen-south-edmonton&request_id=959c4314b3bb239b&signature=361a7c147375dfe4b9f1c193efbf964ccc71f07cd384852d3d30b0b8499abc10&slot=0,Kosmos Restaurant & Lounge,https://www.yelp.com/biz/kosmos-restaurant-and-lounge-leduc?page_src=related_bizes
Tue,5:00 am - 12:00 am,Delivery,No,Amore Pasta,https://www.yelp.com/adredir?ad_business_id=XEDHOTTKGWsaMnC91Yw5Xw&campaign_id=of1FmvUfB0dUedOadYpcfA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Famore-pasta-edmonton&request_id=959c4314b3bb239b&signature=acf87b8bf5f1e86f2eac0d47a9c5cf14a7335d09c388eac6ec3eab9f576435eb&slot=1,Barneys leduc,https://www.yelp.com/biz/barneys-leduc-leduc?page_src=related_bizes
Wed,5:00 am - 12:00 am,Take-out,Yes,,,Original Joes,https://www.yelp.com/biz/original-joes-leduc?page_src=related_bizes
Thu,5:00 am - 12:00 am,Accepted Cards,"Credit, Debit",,,,
Fri,5:00 am - 12:00 am,Good For,Breakfast,,,,
Sat,5:00 am - 10:00 pm,Bike Parking,No,,,,
Sun,5:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
