Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Twin Peaks,https://www.yelp.com/adredir?ad_business_id=xOzhpdvTIN6aKnaaJwaTiQ&campaign_id=UMVEnXCWSxz6-AwtURV8Uw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftwin-peaks-lewisville&request_id=47e95d6c3d998792&signature=96dbb006ef853b2f98b8d559b556f49d21334bbf9481a887dcbb131880b91c03&slot=0,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-the-colony?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Farmbyrd Rotisserie & Fry,https://www.yelp.com/adredir?ad_business_id=3QKCWI8ghOUvWUu6Sk1BMw&campaign_id=0cWmSQKONNXMClEpQk7_aw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffarmbyrd-rotisserie-and-fry-plano&request_id=47e95d6c3d998792&signature=10e9bac528cebc99efb4c1067ae7c7201284d641f5c590cfe4aafcbe6eba73f4&slot=1,Rock & Brews,https://www.yelp.com/biz/rock-and-brews-the-colony-5?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Sixty Vines,https://www.yelp.com/biz/sixty-vines-plano-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Late Night, Dessert",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Music,Background,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
