Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Gaslight Grill,https://www.yelp.com/adredir?ad_business_id=_JivD0e9bcdRttQDeIyB0Q&campaign_id=yBqenGAdUi1lwvVfPcw_3w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-grill-leawood&request_id=8b8ca930724b72f6&signature=abc9c10733ef6e9264baf518328e7dc9a9dce760e17e3bcb8934de3c12c60953&slot=0,54th Street Grill & Bar,https://www.yelp.com/biz/54th-street-grill-and-bar-olathe-3?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Paulo and Bill,https://www.yelp.com/adredir?ad_business_id=6OSJmkVAtatferz1D1bWAA&campaign_id=IQ1vegJOv5EfX_HeThBObA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpaulo-and-bill-shawnee&request_id=8b8ca930724b72f6&signature=444077987815f64c307f1af22040f90a7ba07a1ab14f76197199d19f745b80af&slot=1,Foody’s,https://www.yelp.com/biz/foodys-olathe?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-olathe?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Bike Parking,No,,,,
Sat,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
