Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Aliota’s Pub & Grill,https://www.yelp.com/adredir?ad_business_id=Zs8e7Fgs99o2VwiVvxVznw&campaign_id=oYchJvfEL_ym3DqKH-MfzQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faliotas-pub-and-grill-milwaukee-2&request_id=c2ad092607004502&signature=53c819f00695b25baea0f691b731d128873fe288551f185881e4a1fdc630ce8b&slot=0,Rock Bottom Restaurant & Brewery,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-milwaukee?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,,,Daylee Public House,https://www.yelp.com/biz/daylee-public-house-waukesha-11?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Who’s On Third,https://www.yelp.com/biz/whos-on-third-milwaukee?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sun,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
