Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,6:00 am - 10:30 pm Open now,Takes Reservations,No,THAT Burger Spot,https://www.yelp.com/adredir?ad_business_id=SfWfkKW060BhKx8COa8OBw&campaign_id=raVgdE9jzkS3bZ9_eFuWjQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthat-burger-spot-riverdale&request_id=e0ca93c39155d30c&signature=f23671d5e91af050f53f8475355f2897deb687833dbab809269681ba54e1c0ae&slot=0,Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-atlanta-5?page_src=related_bizes
Tue,6:00 am - 10:30 pm,Delivery,No,Volare Bistro,https://www.yelp.com/adredir?ad_business_id=ve_qMsMD0YvnScYelvzOpg&campaign_id=1oMU2Bk0Lne-ryZAk7vd_Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolare-bistro-hapeville&request_id=e0ca93c39155d30c&signature=0543f7c8e20c380b606268e5593d70f88d5703eed8fbe7f8b34ee0bfe7da89e5&slot=1,Soujourner’s Cafe,https://www.yelp.com/biz/soujourners-cafe-atlanta?page_src=related_bizes
Wed,6:00 am - 10:30 pm,Take-out,Yes,,,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-atlanta-18?page_src=related_bizes
Thu,6:00 am - 10:30 pm,Accepts Credit Cards,Yes,,,,
Fri,6:00 am - 10:30 pm,Accepts Apple Pay,No,,,,
Sat,6:00 am - 10:30 pm,Good For,Lunch,,,,
Sun,6:00 am - 10:30 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
