Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am Open now,Takes Reservations,No,Dan Rooney’s Cafe & Pub,https://www.yelp.com/adredir?ad_business_id=fDwhKGQqbRkul0UdzD8QKQ&campaign_id=t_8_I-8S3eretREysg_zrQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdan-rooneys-cafe-and-pub-yonkers&request_id=63a95a5f11fafda3&signature=6a6bf14dd344a820f001880a904ffdcc5a2096535b215a24fe1038a761350b7b&slot=0,Royal Coach Diner,https://www.yelp.com/biz/royal-coach-diner-bronx?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Sedona Taphouse,https://www.yelp.com/adredir?ad_business_id=Z4yukOPJcBZ7AaywYSDKrw&campaign_id=cyTL6Ho-7cKX7wbAEh3pDQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsedona-taphouse-mamaroneck&request_id=63a95a5f11fafda3&signature=0513d70a8f99626bb45c7c912055e0043ef0dbc86ff16e876dcb0889f9cd9a61&slot=1,Bronx Alehouse,https://www.yelp.com/biz/bronx-alehouse-bronx-2?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,Applebees Riverdale,https://www.yelp.com/biz/applebees-riverdale-bronx?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
Sun,11:00 am - 1:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
