Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am Open now,Takes Reservations,No,Oz Restaurant & Bar,https://www.yelp.com/adredir?ad_business_id=hT92Rb7oO6H3V7DfIeVozQ&campaign_id=THUOl_Xoe06s8RUTHXdBuw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Foz-restaurant-and-bar-arlington&request_id=ab32c31862853062&signature=2a146cebcbff2d1017a88b05eff69750534534e7db75af568c062446aced2313&slot=0,Jonathan’s Grill & Pizzeria,https://www.yelp.com/biz/jonathans-grill-and-pizzeria-rockville-2?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,Yes,Via Umbria,https://www.yelp.com/adredir?ad_business_id=QBnGIoFcoWr5jCVaIjjq7A&campaign_id=SKRbrUaa24vD3vZPgaiG9A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvia-umbria-washington&request_id=ab32c31862853062&signature=0225049bf420ae1cc4207f1cbcd3c54b3fb0fc5e442380677c7836e788b8cdba&slot=1,Urban Bar-B-Que,https://www.yelp.com/biz/urban-bar-b-que-rockville?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,World Of Beer,https://www.yelp.com/biz/world-of-beer-rockville?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
Sun,11:00 am - 1:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
