Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am Open now,Takes Reservations,Yes,,,I Love Mama,https://www.yelp.com/biz/i-love-mama-praha?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,Yes,,,Hard Rock Café Prague,https://www.yelp.com/biz/hard-rock-caf%C3%A9-prague-praha-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Bad Jeff’s Barbecue,https://www.yelp.com/biz/bad-jeffs-barbecue-praha?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Touristy,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
