Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am Open now,Takes Reservations,Yes,Kings,https://www.yelp.com/adredir?ad_business_id=IkZhKseJMzTsFESMbLyF2g&campaign_id=9eMa-WrIbjMa42hV3lFNkw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkings-north-versailles&request_id=5e6484752cecbd39&signature=c0a1521845de095e9bad04b2d242c21ba0b26c5af61255b03a0861d07e9dbcc3&slot=0,Rock Bottom Restaurant & Brewery,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-homestead?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,DiPietro’s,https://www.yelp.com/adredir?ad_business_id=ynKAUSYi3c8M-rkVJI1PcQ&campaign_id=maBaT04uFbxmNwQAiiHfgA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdipietros-restaurant-pittsburgh-2&request_id=5e6484752cecbd39&signature=6e648f3aa4ee17b746d3cbe0c7c4ea6ce54e48ea654e85a38423d0dab7d8c798&slot=1,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-west-homestead?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Uno Pizzeria & Grill,https://www.yelp.com/biz/uno-pizzeria-and-grill-homestead?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
