Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,MCL Restaurant & Bakery,https://www.yelp.com/adredir?ad_business_id=NJuSp5QCVaJMa_EB_B6GcQ&campaign_id=uvglHJANHdhWcrQeO-diNA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmcl-restaurant-and-bakery-upper-arlington-2&request_id=28087c58886f4869&signature=1941cab580a0075ad67558e6f6b6bbf3db0c8290eb7716274e7be6f3f2b74137&slot=0,Matt The Miller’s Tavern,https://www.yelp.com/biz/matt-the-millers-tavern-columbus-4?page_src=related_bizes
,,Delivery,No,Melt Bar and Grilled,https://www.yelp.com/adredir?ad_business_id=MgbVuHV5XLaVGVdr7ggTBQ&campaign_id=0yLezQxQQxbBAA642pFPVw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmelt-bar-and-grilled-columbus-3&request_id=28087c58886f4869&signature=35e9c65609d8d4e6dabe83ca92fac4f3d9119ad19fcc354436e13daeb4bbf705&slot=1,Firebirds Wood Fired Grill,https://www.yelp.com/biz/firebirds-wood-fired-grill-columbus?page_src=related_bizes
,,Take-out,Yes,,,Flip Spot,https://www.yelp.com/biz/flip-spot-columbus?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
