Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,Mayflower Restaurant,https://www.yelp.com/adredir?ad_business_id=rzQT1sugRt7AOwSaad0xRw&campaign_id=VCXfS1AJtdUQZpN18WUcKQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmayflower-restaurant-dublin&request_id=49cb7f93456727d8&signature=9dacc40512464f3ee3a882449499c4f41cc4d4f9bf455e48fe9b99e62b6528c9&slot=0,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-union-city?page_src=related_bizes
,,Delivery,No,Black Bear Diner,https://www.yelp.com/adredir?ad_business_id=C7AlyOYBkQWhkcVM8kGqdw&campaign_id=csFKlQUrKs_tJbnnoN88ng&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblack-bear-diner-pleasanton&request_id=49cb7f93456727d8&signature=2d849e50f2028334544f1ac2e25b381816e7bcddf55a41ce6ff70f9381ad4faa&slot=1,,
,,Take-out,Yes,,,,
,,Accepts Credit Cards,Yes,,,,
,,Parking,Private Lot,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
