Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,,,Old Chicago,https://www.yelp.com/biz/old-chicago-killeen-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-killeen?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Plucker’s Wing Bar,https://www.yelp.com/biz/pluckers-wing-bar-killeen?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
