Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,,,Connected Restaurant,https://www.yelp.com/biz/connected-restaurant-peoria?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,,,Suite Fire Bar + Grille,https://www.yelp.com/biz/suite-fire-bar-grille-peoria?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-peoria?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Good For,Lunch,,,,
Sat,11:00 am - 12:00 am,Bike Parking,No,,,,
Sun,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
