Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am Open now,Takes Reservations,Yes,Sangria y Tapas Bar & Restaurant,https://www.yelp.com/adredir?ad_business_id=dVvij7VRh55dISu02I0IGw&campaign_id=brKNDw6DiL2eUmPDWyXEuQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsangria-y-tapas-bar-and-restaurant-westlake&request_id=d271e52edf609ac6&signature=4fb85877a1539da1670962c2aeaf744a24969ddf9a7fbf0c6f65f836a2b8ea65&slot=0,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-westlake?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Arashi Japan Steak House,https://www.yelp.com/adredir?ad_business_id=5Gj8twqkHxMunpNJLn5Hjw&campaign_id=fzO7nljrI10zDlsexpNebQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Farashi-japan-steak-house-westlake&request_id=d271e52edf609ac6&signature=662344907b50e15cbe88537c1ec07c57f06e5fb7df9ca0042c1b13acdd432fff&slot=1,Ironwood Cafe,https://www.yelp.com/biz/ironwood-cafe-westlake-4?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,AJ’s Urban Grill,https://www.yelp.com/biz/ajs-urban-grill-westlake?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 1:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Gender Neutral Restrooms,Yes,,,,
