Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,,,TGI Friday’s,https://www.yelp.com/biz/tgi-fridays-london-9?page_src=related_bizes
,,Delivery,No,,,Burger & Lobster,https://www.yelp.com/biz/burger-and-lobster-london?page_src=related_bizes
,,Take-out,No,,,Hard Rock Cafe London,https://www.yelp.com/biz/hard-rock-cafe-london-london-2?page_src=related_bizes
,,Accepted Cards,"Credit, Debit",,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Very Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
