Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 2:00 am Open now,Takes Reservations,No,Pisco Y Nazca,https://www.yelp.com/adredir?ad_business_id=JL8g4L5FiwpWrJaqzSk-PA&campaign_id=Rk4VNj9Qsxwk89hc5nuX3w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpisco-y-nazca-kendall&request_id=bb82498654f9f912&signature=7f78f9c283f3fa705b06b2deb0160e547fcbfc0e67412fa56bbe00152b4aa18d&slot=0,TGI Friday’s,https://www.yelp.com/biz/tgi-fridays-miami-3?page_src=related_bizes
Tue,11:00 am - 2:00 am,Delivery,No,Carillon Miami Beach,https://www.yelp.com/adredir?ad_business_id=MlncKnaxHlrO8qw1PXQfvQ&campaign_id=KgQskW06STNao0vG_8CH9A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcarillon-miami-beach-miami-2&request_id=bb82498654f9f912&signature=e4e204558a6bf1c1899c1076127f2d3e3c55ba3c76cdd681281f4811c5acc26b&slot=1,Titanic Brewery & Restaurant,https://www.yelp.com/biz/titanic-brewery-and-restaurant-coral-gables?page_src=related_bizes
Wed,11:00 am - 2:00 am,Take-out,Yes,,,Flanigan’s Seafood Bar & Grill,https://www.yelp.com/biz/flanigans-seafood-bar-and-grill-coconut-grove-5?page_src=related_bizes
Thu,11:00 am - 2:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 2:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
