Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,,,Borough,https://www.yelp.com/biz/borough-mandaluyong?page_src=related_bizes
,,Delivery,No,,,B&B: Burgers and Brewskies,https://www.yelp.com/biz/b-and-b-burgers-and-brewskies-pasig?page_src=related_bizes
,,Take-out,Yes,,,Fireside By Kettle,https://www.yelp.com/biz/fireside-by-kettle-mandaluyong?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
