Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Brooklyn Bridge Italian Restaurant,https://www.yelp.com/adredir?ad_business_id=SPAeDGME4-oIYdnbZZ-NSA&campaign_id=6QFK40hNv9O65Q5A2rj7HQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbrooklyn-bridge-italian-restaurant-memphis&request_id=2372c0e348bf4214&signature=b46777e56255f0ff6103ff974fff2cac04ab50aa8242858bdc662121e36136b4&slot=0,Huey’s Southwind,https://www.yelp.com/biz/hueys-southwind-memphis?page_src=related_bizes
,,Delivery,No,Side Car Cafe,https://www.yelp.com/adredir?ad_business_id=S9fpbnk_NjCA2g6i5breQQ&campaign_id=3Y19yUTUbOGngsoW9xnscQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fside-car-cafe-memphis-4&request_id=2372c0e348bf4214&signature=3539b4c2478c776a960513498a5715b702961c0c9dc1582e167e6f2e894011c7&slot=1,The Skybox Grill,https://www.yelp.com/biz/the-skybox-grill-collierville-2?page_src=related_bizes
,,Take-out,Yes,,,Germantown Commissary,https://www.yelp.com/biz/germantown-commissary-germantown?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Good For,Dinner,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
