Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am Open now,Takes Reservations,No,West Main Crafting Co.,https://www.yelp.com/adredir?ad_business_id=88cU2ehyLnVbY2hVlozrWA&campaign_id=F0R_Qx_AWMvvS5iAe71KMw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwest-main-crafting-co-lexington-3&request_id=1396b536ce9eb3e2&signature=48aa19aa7d90dcaed901cb5a9809326b62d805361fd7ae9e739cc8142c071bfe&slot=0,BurgerFi,https://www.yelp.com/biz/burgerfi-lexington-4?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Skewers,https://www.yelp.com/adredir?ad_business_id=-m7H8tvVm0wD1u9tJoZmCg&campaign_id=4gtsAOttxdqxY5bafJqvuA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fskewers-lexington&request_id=1396b536ce9eb3e2&signature=1923f6c5437b110c8d4067e69b4edfb76e94653a3166cc391d02589b636f627e&slot=1,Winchell’s,https://www.yelp.com/biz/winchells-lexington?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Cheddar’s Scratch Kitchen,https://www.yelp.com/biz/cheddars-scratch-kitchen-lexington-3?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,Dessert,,,,
Sat,11:00 am - 1:00 am,Bike Parking,No,,,,
Sun,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
