Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Jersey Mike’s Subs,https://www.yelp.com/adredir?ad_business_id=bmRbalZDY97lfZTTMp74Qw&campaign_id=Ken3m5mw8qYjjETE7L_EzA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjersey-mikes-subs-everett-2&request_id=3fc1622d100326d0&signature=17551a0eafb66d2cc244aa0a9b7c736b925d18f1d3e4b31635e9aceb4576a360&slot=0,Nick’s Jr Burgers and Gyros,https://www.yelp.com/biz/nicks-jr-burgers-and-gyros-everett?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Totem Family Dining,https://www.yelp.com/adredir?ad_business_id=ng4YFcnpXYnrkS2K0v5oUg&campaign_id=b76oH2T-cnMod2jMwg6fgg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftotem-family-dining-everett&request_id=3fc1622d100326d0&signature=f35942b6477958c62c89171c3d2cb933aec420d0af8c28d74d24452b58f09dc2&slot=1,Burgermaster,https://www.yelp.com/biz/burgermaster-everett?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Mikie’s,https://www.yelp.com/biz/mikies-everett?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
