Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Iconic,https://www.yelp.com/adredir?ad_business_id=SsxQAcZ7SMcUaor0PJEuhg&campaign_id=GJQ0-4PqtNPKeuMiAFDUkA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ficonic-portland&request_id=202fe58d454092ba&signature=b289268c98f008fc0a88028731360525949d90c3c05feb9856e6543dab883fab&slot=0,Parkstone Wood Kitchen,https://www.yelp.com/biz/parkstone-wood-kitchen-portland-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Aladdin’s Cafe Restaurant,https://www.yelp.com/adredir?ad_business_id=dYXxlxipUUVJaca3VtMmpw&campaign_id=aH9_bFLpILsK1-F1w7HqYw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faladdins-cafe-restaurant-portland&request_id=202fe58d454092ba&signature=81b1906c44385b5b89d933f32c43a0a20d32c9121397f6bd4242ec5f5c5e484f&slot=1,The Original WOW! Burger,https://www.yelp.com/biz/the-original-wow-burger-portland-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Elmer’s Restaurant,https://www.yelp.com/biz/elmers-restaurant-portland-3?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
