Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Five Guys,https://www.yelp.com/adredir?ad_business_id=JhSD4Zph2G7s7qMoG01IZg&campaign_id=UdyBlp51D8Abc-La41il9Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffive-guys-poughkeepsie-3&request_id=140b6e5bb539e0f0&signature=d415e6b1d2b882bd11bb1ba64d66f7ccc767988068c58a11a3d413afba93b878&slot=0,Five Guys,https://www.yelp.com/biz/five-guys-poughkeepsie-3?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Joe Cristiano’s Pizza,https://www.yelp.com/adredir?ad_business_id=FEm55B90BuR66QyXmL2clA&campaign_id=6F2LeIcUcjMfsLx5ZFUP5Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjoe-cristianos-pizza-wappingers-falls&request_id=140b6e5bb539e0f0&signature=0a41874aa552f6dad11b75e9e2e40b5260dcb9ad9050e9aadcb8d30a5c1d569e&slot=1,BurgerFi,https://www.yelp.com/biz/burgerfi-poughkeepsie-4?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,21 Burgers & Wings,https://www.yelp.com/biz/21-burgers-and-wings-wappingers-falls?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
