Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,McDonald’s,https://www.yelp.com/adredir?ad_business_id=H-wHi3uv6rh6KDi7UwXJTA&campaign_id=6yDYrFT-DiUyKB1EZTFAjw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmcdonalds-columbus-6&request_id=33a84aad3f17fa0b&signature=9f1b3f1dcff89c95aa18d77f1477b5cc36e37d204e9b293d27e42e9e66ef0aef&slot=0,The Black Cow,https://www.yelp.com/biz/the-black-cow-columbus?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,The Office Sports Bar & Grill,https://www.yelp.com/biz/the-office-sports-bar-and-grill-columbus-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Flip Side Burgers and Tacos,https://www.yelp.com/biz/flip-side-burgers-and-tacos-columbus?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Android Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
