Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Thai Garden,https://www.yelp.com/adredir?ad_business_id=ITZY7VSnm4p740zryCJxvg&campaign_id=9uKOu2hCCtx2iY25ZFoS3Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthai-garden-schaumburg&request_id=829f9a69ef92a59c&signature=96f79568acb372d3519a576ddb7b59433cf8fa48a0d288aa43e8ee16d96df887&slot=0,The Lucky Monk,https://www.yelp.com/biz/the-lucky-monk-south-barrington?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Café Zupas,https://www.yelp.com/adredir?ad_business_id=9D5VaJeqoAEQwtMsEmjo3w&campaign_id=gtkw6kh9RiCiuVyFX7bonw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcaf%25C3%25A9-zupas-schaumburg-2&request_id=829f9a69ef92a59c&signature=f14f4c158a0c9e8446e3ec2b192351e9c81d6b1800d0b567a0999409b9139afe&slot=1,Claim Jumper,https://www.yelp.com/biz/claim-jumper-village-of-hoffman-estates?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,River City Grille,https://www.yelp.com/biz/river-city-grille-hoffman-estates?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
