Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,,,The Village Diner,https://www.yelp.com/biz/the-village-diner-johnson-city?page_src=related_bizes
,,Delivery,No,,,Five Guys,https://www.yelp.com/biz/five-guys-vestal?page_src=related_bizes
,,Take-out,Yes,,,Skylark Diner,https://www.yelp.com/biz/skylark-diner-vestal?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Good For,Lunch,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,Yes,,,,
,,Gender Neutral Restrooms,Yes,,,,
