Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Ricetta’s Brick Oven Ristorante,https://www.yelp.com/adredir?ad_business_id=_WqIilp5Dv4ppfq52C6IUQ&campaign_id=b5iSVTVaioic8HEO77o84Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fricettas-brick-oven-ristorante-falmouth&request_id=028bf00ad6461f7c&signature=833a39cf735f45e4447422aaa264b4e548353109cb9fcfcec3c5e71014cdd9a8&slot=0,B.Good,https://www.yelp.com/biz/b-good-south-portland-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,The Chef & The Gardener,https://www.yelp.com/adredir?ad_business_id=v0l6luZQPx67Xrt3rAozhg&campaign_id=ip6TWJ7392v9gxd-Eyt0tA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-chef-and-the-gardener-saco&request_id=028bf00ad6461f7c&signature=b5043e84f741bf5e49379c451e84178a72d228a89912234c022fe86b66f0af90&slot=1,Ken’s Place - Temp. CLOSED,https://www.yelp.com/biz/kens-place-scarborough?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Elevation Burger,https://www.yelp.com/biz/elevation-burger-south-portland?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
