Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Philly’s,https://www.yelp.com/adredir?ad_business_id=avt2vqU5NTSsgLQuGMw0JQ&campaign_id=KrcGIYeCF0U8LkkN3gopfw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fphillys-bon-air&request_id=e4f43037201bcb69&signature=a95201893829d25e9d5f6949589518b4d5bae751c8162a14186cae92f6cc71bc&slot=0,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-richmond-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Sedona Taphouse,https://www.yelp.com/adredir?ad_business_id=eNKMm9DC_RJ066hqn3EDzA&campaign_id=76XDcp1IIE7mpvOW0eOs9Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsedona-taphouse-midlothian&request_id=e4f43037201bcb69&signature=3998763ba64aee8cf2d993f6c417356d7086450eb14536efbad443a0a5f2d94e&slot=1,Burger Bach,https://www.yelp.com/biz/burger-bach-midlothian?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Five Guys,https://www.yelp.com/biz/five-guys-richmond-4?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
