Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Manito Tap House,https://www.yelp.com/adredir?ad_business_id=EaUDo49ODK3BWLBPkynSNg&campaign_id=Wx_p-wANZtUERgBz5ToBog&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmanito-tap-house-spokane&request_id=8084d5900d677c92&signature=d37dc4e8fe2a272e03eb05caa7122ffa3e16b4973ec9572cb3d40c25006fc81f&slot=0,The Onion,https://www.yelp.com/biz/the-onion-spokane?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,The Blackbird,https://www.yelp.com/adredir?ad_business_id=JxgwjZkxbuc79-mBpW9GIw&campaign_id=3_UW5LrvslZXeV-X5QDQIA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-blackbird-spokane&request_id=8084d5900d677c92&signature=02c1b678bc96ac423307bf063c36c06a62ecd3a5e7909c33e7fa175c240d6923&slot=1,Wisconsinburger,https://www.yelp.com/biz/wisconsinburger-spokane-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Rusty Moose,https://www.yelp.com/biz/rusty-moose-spokane?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Gender Neutral Restrooms,Yes,,,,
