Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Youell’s Oyster House,https://www.yelp.com/adredir?ad_business_id=ip-AiihDR3W1Puis2RimUw&campaign_id=ywQdRFT4V8VxDHYuDEPonQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyouells-oyster-house-allentown-2&request_id=e1aad6f41890b038&signature=7cb1af1938fee81ce134f869ab9863b2027853f1785d5663eabbc0f727c3e7f2&slot=0,Copperhead Grille,https://www.yelp.com/biz/copperhead-grille-allentown-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Nostos Greek Restaurant Seafood And Grill,https://www.yelp.com/adredir?ad_business_id=AQs-SqEuJQ3INTNsBLGI9Q&campaign_id=hrr52k6VKfiAWN0GSFw1Pw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnostos-greek-restaurant-seafood-and-grill-allentown&request_id=e1aad6f41890b038&signature=14f904939a2596162e74e683aa88ab0f334e47dc09a97356f0c5f435e75afc63&slot=1,The Burger Shack,https://www.yelp.com/biz/the-burger-shack-whitehall?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Friendly’s,https://www.yelp.com/biz/friendlys-allentown-3?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
