Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Capt’n Nemo’s Sub Shop,https://www.yelp.com/adredir?ad_business_id=V7T5lspDWumBPeEh-fQesQ&campaign_id=mzPIKz_MR9tgO_5kVP5d2w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcaptn-nemos-sub-shop-westland&request_id=361d4fca99ade511&signature=e7b359eb418463d34986973858fc224401aa6ef453b0c87845d60540639bfa04&slot=0,Primanti Bros.,https://www.yelp.com/biz/primanti-bros-taylor?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Bob Evans,https://www.yelp.com/adredir?ad_business_id=7W2oJdfn8Gg_SiNI8CRvbQ&campaign_id=ebLE8eIxRmS8XVG9aN20jQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbob-evans-romulus&request_id=361d4fca99ade511&signature=35b4f2313914c80a82ef711f1b51977fa4cda8e559dea56fde7b35527c25e7ef&slot=1,Old Chicago,https://www.yelp.com/biz/old-chicago-southgate?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-taylor?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
