Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Dish Society,https://www.yelp.com/adredir?ad_business_id=7pxY5NR0J-qDqcFKID5P2g&campaign_id=F5LisbQpceDCT9hZECMw5A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdish-society-katy-2&request_id=cfc55e7324e593c2&signature=b3bf84c66e9625b5983ec3032c882b87a7d34bcad981f99fc10629c407ec8709&slot=0,Brick House Tavern + Tap,https://www.yelp.com/biz/brick-house-tavern-tap-sugar-land-3?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Nikoz Fusion Grill,https://www.yelp.com/adredir?ad_business_id=nim-pVHeHeGrsUKELq_gGQ&campaign_id=siOsqoduAKEA466LV8TEsA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnikoz-fusion-grill-sugar-land&request_id=cfc55e7324e593c2&signature=e3f655f78f68a3156ddbf239b7bbb0b1bdbb4026c6afe2ebccc4da25b3544b81&slot=1,Bandito’s Taco Grill,https://www.yelp.com/biz/banditos-taco-grill-rosenberg-2?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Ramble Creek Grill,https://www.yelp.com/biz/ramble-creek-grill-richmond?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Late Night",,,,
Sun,11:00 am - 10:30 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
