Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,The District Tap,https://www.yelp.com/adredir?ad_business_id=KInoSyTm9ioQcY1RFQ4ISg&campaign_id=MrSgDaM48vPaDN_2q24GPA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-district-tap-indianapolis&request_id=0b55883cb089bf32&signature=bdab6e31f3d454da84efaa9ea1f04bdfb5dad58300e44a5360366fd1b9fe9fe4&slot=0,Metro Diner,https://www.yelp.com/biz/metro-diner-indianapolis?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Sunshine Bowling Center,https://www.yelp.com/adredir?ad_business_id=PxlD2rFddrTPdBngJYyXJg&campaign_id=WH7N2a2gWHU-lWzRwDf2mA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsunshine-bowling-center-indianapolis-3&request_id=0b55883cb089bf32&signature=e2eb1c41e18fd573fb57232a59112c971fdaea7df8c2ac1d3a4113225a4c4d27&slot=1,Luciana’s Mexican Restaurant and Cantina,https://www.yelp.com/biz/lucianas-mexican-restaurant-and-cantina-indianapolis-5?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Ale Emporium,https://www.yelp.com/biz/ale-emporium-indianapolis?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,Tue,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Has Pool Table,Yes,,,,
