Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Mango’s Tropical Cafe,https://www.yelp.com/adredir?ad_business_id=Yt9F5q71-aGROQCWEMHAjg&campaign_id=Cklcg-umOEak8pZtVt6p0g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmangos-tropical-cafe-orlando&request_id=82e3d44d19e46f7f&signature=30b20b85e55634b23e0b6f95a5e8f22582ae8537c6bab623c604cfc0f68430b4&slot=0,Chuy’s,https://www.yelp.com/biz/chuys-orlando-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Steak on Fire,https://www.yelp.com/adredir?ad_business_id=9rIAl_UPCS3ODRMdSyaPgA&campaign_id=mU72hLzCNwyomnyieyaR5w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsteak-on-fire-orlando&request_id=82e3d44d19e46f7f&signature=2b0ba37f1ff85fefecc6089b73fce827ab98c5b0b99221eedf556ac98ee65fe0&slot=1,TGI Fridays,https://www.yelp.com/biz/tgi-fridays-orlando-11?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Cheddar’s Scratch Kitchen,https://www.yelp.com/biz/cheddars-scratch-kitchen-orlando-4?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Mon, Thu",,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
