Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Tavern On the Hill,https://www.yelp.com/adredir?ad_business_id=yudgE0exRHkngxYpcDKBuw&campaign_id=oaHmLrxqpYxBWDbPf1UuwQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftavern-on-the-hill-enola&request_id=b303995eaf7a4544&signature=6bb95aa2cc41330d5726614b505fe921f8159a4957b9fedd387f6035d907c1e3&slot=0,TGI Fridays,https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Greystone Public House,https://www.yelp.com/adredir?ad_business_id=7rSZmkMVFLdFfGlBAYIiDA&campaign_id=QBoM1x6QvcKzBqO00vJJ8g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgreystone-public-house-harrisburg-2&request_id=b303995eaf7a4544&signature=50ace82d3b7b34a6e1630136c2559ed501caa4053ff9025baa6a311aadd592bc&slot=1,Black N Bleu,https://www.yelp.com/biz/black-n-bleu-mechanicsburg?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Snappers Bar & Grill,https://www.yelp.com/biz/snappers-bar-and-grill-mechanicsburg?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Good For,Lunch,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
