Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,,,El Toro Restaurant,https://www.yelp.com/biz/el-toro-restaurant-banff-2?page_src=related_bizes
,,Delivery,No,,,Bear Street Tavern,https://www.yelp.com/biz/bear-street-tavern-banff?page_src=related_bizes
,,Take-out,Yes,,,Keg Steakhouse & Bar,https://www.yelp.com/biz/keg-steakhouse-and-bar-banff?page_src=related_bizes
,,Accepted Cards,"Credit, Debit",,,,
,,Good For,"Lunch, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
