Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:30 pm,Takes Reservations,No,,,Donnelly’s Pub,https://www.yelp.com/biz/donnellys-pub-peoria?page_src=related_bizes
Tue,11:00 am - 10:30 pm,Delivery,No,,,Connected Restaurant,https://www.yelp.com/biz/connected-restaurant-peoria?page_src=related_bizes
Wed,11:00 am - 10:30 pm,Take-out,Yes,,,PoBoys On Frostwood,https://www.yelp.com/biz/poboys-on-frostwood-peoria?page_src=related_bizes
Thu,11:00 am - 10:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:30 pm,Bike Parking,Yes,,,,
Sat,11:00 am - 11:30 pm,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
