Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,,,Foster’s Bar & Restaurant,https://www.yelp.com/biz/fosters-bar-and-restaurant-beckley?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Logan’s Roadhouse,https://www.yelp.com/biz/logans-roadhouse-beckley?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Pasquale Mira Spaghetti House,https://www.yelp.com/biz/pasquale-mira-spaghetti-house-beckley?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,Sat,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
