Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Winslow’s Home,https://www.yelp.com/adredir?ad_business_id=-mDAFyX5kZHXhxjELeMhiQ&campaign_id=B5lFjW3HwYGg6p3N_SAZsQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwinslows-home-saint-louis&request_id=9b185970273fd550&signature=b8357d9225af495889a54d05d4f0bc053e3f259c456557f875a5bc9131cd02c7&slot=0,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-kirkwood?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Off the Grill,https://www.yelp.com/adredir?ad_business_id=mKdRS7TmG952FFORYARb1g&campaign_id=unTu52FXYkf3eE7REYU-9w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Foff-the-grill-maryland-heights&request_id=9b185970273fd550&signature=b56c585c0afbbbbe7f736e401f83e1cb6aa4efaeb8d2e139c2675a40aa6ad26f&slot=1,O’Charley’s Restaurant & Bar,https://www.yelp.com/biz/o-charleys-restaurant-and-bar-kirkwood?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Applebee’s Neighborhood Grill & Bar,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-saint-louis-20?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
