Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,,,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-covington?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,,,Bacobar,https://www.yelp.com/biz/bacobar-covington-5?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,The Shack,https://www.yelp.com/biz/the-shack-covington?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Android Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dessert",,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,Sun,,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
