Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Wallabys Smokehouse,https://www.yelp.com/adredir?ad_business_id=WctorIL3LtQzEDd5S5hsgQ&campaign_id=LXmC7MmyVKN2PrhuvBgzIA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwallabys-smokehouse-south-jordan-4&request_id=1c90108a0c98906b&signature=6ab99451455af6d051f68d855904d0267350ed7e1bd150133fc869b6ea7491a4&slot=0,Wind River Grill,https://www.yelp.com/biz/wind-river-grill-riverton?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Midvale Mining Cafe,https://www.yelp.com/adredir?ad_business_id=pa_skuOK05SvluCz6vjWhA&campaign_id=S3YaVyIkRteySvQjM_dwIQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmidvale-mining-cafe-midvale&request_id=1c90108a0c98906b&signature=014ddd89b01649bab98ba848c7a3583cf48447ac26f277e140f7c191485c5563&slot=1,Salsa Leedos Mexican Grill,https://www.yelp.com/biz/salsa-leedos-mexican-grill-riverton-3?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Wingers,https://www.yelp.com/biz/wingers-riverton-5?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sat,11:00 am - 12:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Loud,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
