Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,The Juicy Crab,https://www.yelp.com/adredir?ad_business_id=ZyvXo5ifUEo5e-tzj6jaIQ&campaign_id=a3d-B6pWArUV4nVLzt9zQw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-juicy-crab-jacksonville-2&request_id=6ac2ab85d14e28bd&signature=dbb5746c03d513766625678d306a388e472e49cab9c5fc0cc3756a57b63c6c51&slot=0,Millhouse Steak House,https://www.yelp.com/biz/millhouse-steak-house-jacksonville-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Cowford Chophouse,https://www.yelp.com/adredir?ad_business_id=JKAzThCPSDeoaQ7MZYGnKw&campaign_id=IS0Sfc1Nvf6sZS-JbiKArg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cowford-chophouse-jacksonville&request_id=6ac2ab85d14e28bd&signature=0c960a7b161741f16d4c3e0720f2473131b422624680157047323dc3ebdbfa71&slot=1,Mellow Mushroom,https://www.yelp.com/biz/mellow-mushroom-jacksonville-4?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Tijuana Flats,https://www.yelp.com/biz/tijuana-flats-jacksonville-8?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 11:00 pm,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
