Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Melt Bar and Grilled,https://www.yelp.com/adredir?ad_business_id=R4OwZ4Ye0qsP-0-Kln57Hg&campaign_id=PI5JX4z3xsolCJyEoCGk9w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmelt-bar-and-grilled-beavercreek&request_id=2cec72b5bcfe1603&signature=6369134de4cdb15b1d7a1317460b0836110c7807e5a61cc23f7b53c9763c2d87&slot=0,TGI Fridays,https://www.yelp.com/biz/tgi-fridays-fairborn?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Nick’s Restaurant,https://www.yelp.com/adredir?ad_business_id=X-jLKwweIyS3MiV6l2RdhA&campaign_id=a-DQBxPDCOZAuNftoz9HTA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnicks-restaurant-xenia&request_id=2cec72b5bcfe1603&signature=98ee66963f6d1e40e8e16f85a5b1f120d32fb8adc0f4339d31e6bee4658b3f30&slot=1,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-beavercreek?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Don Patron Mexican Grill,https://www.yelp.com/biz/don-patron-mexican-grill-fairborn?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
Sat,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
