Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,McDonald’s,https://www.yelp.com/adredir?ad_business_id=4KUQlJZtkI7TCCZqoOLovQ&campaign_id=yIt1g767Pp5CVc_GRFjlsQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmcdonalds-wyomissing&request_id=f605577670ed9a55&signature=eb4a9515dead63897bc218a41d337bdb8430fd6d4f5a26c4df2a727f7d08a7e0&slot=0,Coastal Grille,https://www.yelp.com/biz/coastal-grille-wyomissing-3?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,,,Applebee’s Neighborhood Grill & Bar,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-wyomissing-3?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Red Lobster,https://www.yelp.com/biz/red-lobster-wyomissing-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Bike Parking,No,,,,
Sun,11:00 am - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Tue, Wed, Sat",,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
