Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:30 pm,Takes Reservations,Yes,Stella Mares,https://www.yelp.com/adredir?ad_business_id=TzNk1TcWLZn0JCpO83hBAA&campaign_id=79XBVC3fTlrzEzu3tB4c_w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstella-mares-montecito&request_id=3c13885007559d06&signature=2a075bd0a598a5c7995522fcd43d3a129f0eb715fc3df71ff4a9babfa6b86901&slot=0,Hollister Brewing Company,https://www.yelp.com/biz/hollister-brewing-company-goleta?page_src=related_bizes
Tue,11:00 am - 10:30 pm,Delivery,No,The Red Piano,https://www.yelp.com/adredir?ad_business_id=2nk4hq2oRfym8ROQ5iS47g&campaign_id=hJfCCIP-XdjVqcIYmJfnxA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-red-piano-santa-barbara&request_id=3c13885007559d06&signature=30b432f891ceb1aaf3c832d45a45a43f6ea69dac237674883dcc2bc732759e29&slot=1,Los Agaves,https://www.yelp.com/biz/los-agaves-goleta-3?page_src=related_bizes
Wed,11:00 am - 10:30 pm,Take-out,Yes,,,Jane At The Marketplace,https://www.yelp.com/biz/jane-at-the-marketplace-goleta?page_src=related_bizes
Thu,11:00 am - 10:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:30 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:30 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:30 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
