Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,,,Backporch Drafthouse,https://www.yelp.com/biz/backporch-drafthouse-wichita-falls?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Bricktown Tap House & Kitchen,https://www.yelp.com/biz/bricktown-tap-house-and-kitchen-wichita-falls-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Parkway Grill,https://www.yelp.com/biz/parkway-grill-wichita-falls?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,Dinner,,,,
Sat,11:00 am - 11:00 pm,Bike Parking,No,,,,
Sun,11:00 am - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
